Store,Method,LagSet,Horizon,Splits,MAE,RMSE,NMAE,Improvement_vs_SeasonalNaive7_pct
Baltimore,RandomForest,lag7,5,12,13.525,13.525,0.165,-126.027
Baltimore,RandomForest,lag14,5,12,13.875,13.875,0.202,-176.712
Baltimore,XGBoost,lag7,5,12,20.594,20.594,0.276,-278.082
Baltimore,XGBoost,lag14,5,12,23.521,23.521,0.287,-293.151
Baltimore,ETS_HoltWinters,-,5,12,41.192,41.192,0.434,-494.521
Baltimore,ARIMA,-,5,12,45.704,45.704,0.643,-780.822
Baltimore,RandomForest,lag7,6,12,7.25,7.25,0.071,2.74
Baltimore,SeasonalNaive7,-,6,12,5.0,5.0,0.073,0.0
Baltimore,XGBoost,lag7,6,12,12.435,12.435,0.116,-58.904
Baltimore,RandomForest,lag14,6,12,13.12,13.12,0.163,-123.288
Baltimore,XGBoost,lag14,6,12,13.443,13.443,0.188,-157.534
Baltimore,ETS_HoltWinters,-,6,12,19.857,19.857,0.263,-260.274
Baltimore,ARIMA,-,6,12,47.002,47.002,0.654,-795.89
Baltimore,SeasonalNaive7,-,7,12,5.0,5.0,0.059,0.0
Baltimore,RandomForest,lag14,7,12,9.495,9.495,0.109,-84.746
Baltimore,XGBoost,lag7,7,12,8.294,8.294,0.117,-98.305
Baltimore,ETS_HoltWinters,-,7,12,11.434,11.434,0.132,-123.729
Baltimore,RandomForest,lag7,7,12,11.33,11.33,0.137,-132.203
Baltimore,XGBoost,lag14,7,12,14.46,14.46,0.165,-179.661
Baltimore,ARIMA,-,7,12,46.635,46.635,0.648,-998.305
Lancaster,XGBoost,lag14,1,12,8.896,8.896,0.107,30.519
Lancaster,RandomForest,lag7,1,12,9.765,9.765,0.109,29.221
Lancaster,RandomForest,lag14,1,12,10.91,10.91,0.134,12.987
Lancaster,SeasonalNaive7,-,1,12,16.0,16.0,0.154,0.0
Lancaster,XGBoost,lag7,1,12,14.098,14.098,0.17,-10.39
Lancaster,ARIMA,-,1,12,27.559,27.559,0.22,-42.857
Lancaster,ETS_HoltWinters,-,1,12,57.878,57.878,0.618,-301.299
Lancaster,XGBoost,lag14,2,12,7.953,7.953,0.097,37.013
Lancaster,SeasonalNaive7,-,2,12,16.0,16.0,0.154,0.0
Lancaster,RandomForest,lag14,2,12,29.355,29.355,0.257,-66.883
Lancaster,RandomForest,lag7,2,12,26.945,26.945,0.295,-91.558
Lancaster,XGBoost,lag7,2,12,30.865,30.865,0.313,-103.247
Lancaster,ARIMA,-,2,12,37.656,37.656,0.421,-173.377
Lancaster,ETS_HoltWinters,-,2,12,64.503,64.503,0.822,-433.766
Lancaster,SeasonalNaive7,-,3,12,12.0,12.0,0.118,0.0
Lancaster,RandomForest,lag7,3,12,33.455,33.455,0.314,-166.102
Lancaster,XGBoost,lag14,3,12,27.069,27.069,0.369,-212.712
Lancaster,RandomForest,lag14,3,12,53.885,53.885,0.403,-241.525
Lancaster,XGBoost,lag7,3,12,39.809,39.809,0.473,-300.847
Lancaster,ARIMA,-,3,12,46.184,46.184,0.531,-350.0
Lancaster,ETS_HoltWinters,-,3,12,93.21,93.21,0.929,-687.288
Lancaster,SeasonalNaive7,-,4,12,9.0,9.0,0.088,0.0
Lancaster,RandomForest,lag14,4,12,25.53,25.53,0.229,-160.227
Lancaster,RandomForest,lag7,4,12,30.91,30.91,0.31,-252.273
Lancaster,XGBoost,lag14,4,12,35.37,35.37,0.324,-268.182
Lancaster,XGBoost,lag7,4,12,38.894,38.894,0.473,-437.5
Lancaster,ARIMA,-,4,12,54.44,54.44,0.634,-620.455
Lancaster,ETS_HoltWinters,-,4,12,81.647,81.647,0.908,-931.818
Lancaster,SeasonalNaive7,-,5,12,6.5,6.5,0.081,0.0
Lancaster,RandomForest,lag14,5,12,16.58,16.58,0.158,-95.062
Lancaster,XGBoost,lag14,5,12,20.01,20.01,0.249,-207.407
Lancaster,RandomForest,lag7,5,12,41.395,41.395,0.425,-424.691
Lancaster,XGBoost,lag7,5,12,41.854,41.854,0.484,-497.531
Lancaster,ETS_HoltWinters,-,5,12,62.319,62.319,0.616,-660.494
Lancaster,ARIMA,-,5,12,55.683,55.683,0.657,-711.111
Lancaster,SeasonalNaive7,-,6,12,6.5,6.5,0.081,0.0
Lancaster,XGBoost,lag14,6,12,16.323,16.323,0.196,-141.975
Lancaster,RandomForest,lag7,6,12,17.535,17.535,0.205,-153.086
Lancaster,RandomForest,lag14,6,12,24.395,24.395,0.23,-183.951
Lancaster,ETS_HoltWinters,-,6,12,27.313,27.313,0.332,-309.877
Lancaster,XGBoost,lag7,6,12,30.939,30.939,0.387,-377.778
Lancaster,ARIMA,-,6,12,57.52,57.52,0.669,-725.926
Lancaster,SeasonalNaive7,-,7,12,6.5,6.5,0.074,0.0
Lancaster,ETS_HoltWinters,-,7,12,19.28,19.28,0.201,-171.622
Lancaster,XGBoost,lag7,7,12,24.508,24.508,0.242,-227.027
Lancaster,RandomForest,lag7,7,12,21.165,21.165,0.26,-251.351
Lancaster,XGBoost,lag14,7,12,24.864,24.864,0.267,-260.811
Lancaster,RandomForest,lag14,7,12,33.165,33.165,0.376,-408.108
Lancaster,ARIMA,-,7,12,56.937,56.937,0.662,-794.595
Philadelphia,XGBoost,lag14,1,12,25.463,25.463,0.117,26.415
Philadelphia,RandomForest,lag7,1,12,28.665,28.665,0.136,14.465
Philadelphia,SeasonalNaive7,-,1,12,31.0,31.0,0.159,0.0
Philadelphia,RandomForest,lag14,1,12,31.02,31.02,0.173,-8.805
Philadelphia,XGBoost,lag7,1,12,31.968,31.968,0.174,-9.434
Philadelphia,ARIMA,-,1,12,40.604,40.604,0.235,-47.799
Philadelphia,ETS_HoltWinters,-,1,12,57.475,57.475,0.27,-69.811
Philadelphia,XGBoost,lag7,2,12,21.809,21.809,0.123,22.642
Philadelphia,SeasonalNaive7,-,2,12,31.0,31.0,0.159,0.0
Philadelphia,XGBoost,lag14,2,12,51.552,51.552,0.222,-39.623
Philadelphia,RandomForest,lag7,2,12,39.84,39.84,0.229,-44.025
Philadelphia,ARIMA,-,2,12,58.276,58.276,0.287,-80.503
Philadelphia,RandomForest,lag14,2,12,56.85,56.85,0.33,-107.547
Philadelphia,ETS_HoltWinters,-,2,12,74.973,74.973,0.376,-136.478
Philadelphia,SeasonalNaive7,-,3,12,21.0,21.0,0.107,0.0
Philadelphia,XGBoost,lag7,3,12,35.06,35.06,0.196,-83.178
Philadelphia,RandomForest,lag7,3,12,52.085,52.085,0.21,-96.262
Philadelphia,XGBoost,lag14,3,12,60.526,60.526,0.3,-180.374
Philadelphia,ARIMA,-,3,12,66.196,66.196,0.364,-240.187
Philadelphia,RandomForest,lag14,3,12,79.51,79.51,0.431,-302.804
Philadelphia,ETS_HoltWinters,-,3,12,86.447,86.447,0.447,-317.757
Philadelphia,SeasonalNaive7,-,4,12,17.0,17.0,0.092,0.0
Philadelphia,RandomForest,lag7,4,12,30.05,30.05,0.15,-63.043
Philadelphia,XGBoost,lag14,4,12,29.176,29.176,0.195,-111.957
Philadelphia,XGBoost,lag7,4,12,50.685,50.685,0.221,-140.217
Philadelphia,RandomForest,lag14,4,12,72.155,72.155,0.441,-379.348
Philadelphia,ARIMA,-,4,12,78.535,78.535,0.463,-403.261
Philadelphia,ETS_HoltWinters,-,4,12,78.034,78.034,0.471,-411.957
Philadelphia,SeasonalNaive7,-,5,12,13.0,13.0,0.076,0.0
Philadelphia,RandomForest,lag7,5,12,31.06,31.06,0.167,-119.737
Philadelphia,XGBoost,lag7,5,12,40.452,40.452,0.18,-136.842
Philadelphia,XGBoost,lag14,5,12,56.913,56.913,0.3,-294.737
Philadelphia,ETS_HoltWinters,-,5,12,66.444,66.444,0.316,-315.789
Philadelphia,ARIMA,-,5,12,78.96,78.96,0.47,-518.421
Philadelphia,RandomForest,lag14,5,12,133.53,133.53,0.691,-809.211
Philadelphia,SeasonalNaive7,-,6,12,13.0,13.0,0.076,0.0
Philadelphia,XGBoost,lag7,6,12,15.078,15.078,0.087,-14.474
Philadelphia,XGBoost,lag14,6,12,17.273,17.273,0.112,-47.368
Philadelphia,ETS_HoltWinters,-,6,12,28.057,28.057,0.162,-113.158
Philadelphia,RandomForest,lag7,6,12,37.285,37.285,0.193,-153.947
Philadelphia,RandomForest,lag14,6,12,66.165,66.165,0.379,-398.684
Philadelphia,ARIMA,-,6,12,79.688,79.688,0.474,-523.684
Philadelphia,SeasonalNaive7,-,7,12,13.0,13.0,0.066,0.0
Philadelphia,ETS_HoltWinters,-,7,12,15.06,15.06,0.095,-43.939
Philadelphia,RandomForest,lag7,7,12,33.545,33.545,0.157,-137.879
Philadelphia,XGBoost,lag14,7,12,29.424,29.424,0.163,-146.97
Philadelphia,XGBoost,lag7,7,12,29.72,29.72,0.17,-157.576
Philadelphia,ARIMA,-,7,12,78.897,78.897,0.464,-603.03
Philadelphia,RandomForest,lag14,7,12,93.96,93.96,0.534,-709.091
Richmond,XGBoost,lag7,1,12,5.895,5.895,0.108,32.075
Richmond,XGBoost,lag14,1,12,4.86,4.86,0.109,31.447
Richmond,RandomForest,lag14,1,12,6.67,6.67,0.123,22.642
Richmond,RandomForest,lag7,1,12,6.48,6.48,0.139,12.579
Richmond,SeasonalNaive7,-,1,12,8.5,8.5,0.159,0.0
Richmond,ARIMA,-,1,12,15.215,15.215,0.218,-37.107
Richmond,ETS_HoltWinters,-,1,12,19.733,19.733,0.366,-130.189
Richmond,SeasonalNaive7,-,2,12,8.5,8.5,0.159,0.0
Richmond,XGBoost,lag7,2,12,10.579,10.579,0.227,-42.767
Richmond,RandomForest,lag14,2,12,11.62,11.62,0.23,-44.654
Richmond,XGBoost,lag14,2,12,9.355,9.355,0.232,-45.912
Richmond,RandomForest,lag7,2,12,14.13,14.13,0.245,-54.088
Richmond,ARIMA,-,2,12,20.992,20.992,0.439,-176.101
Richmond,ETS_HoltWinters,-,2,12,23.804,23.804,0.487,-206.289
Richmond,SeasonalNaive7,-,3,12,6.0,6.0,0.116,0.0
Richmond,XGBoost,lag7,3,12,7.389,7.389,0.163,-40.517
Richmond,XGBoost,lag14,3,12,10.194,10.194,0.19,-63.793
Richmond,RandomForest,lag14,3,12,9.31,9.31,0.209,-80.172
Richmond,RandomForest,lag7,3,12,12.735,12.735,0.281,-142.241
Richmond,ARIMA,-,3,12,26.629,26.629,0.564,-386.207
Richmond,ETS_HoltWinters,-,3,12,30.817,30.817,0.564,-386.207
Richmond,SeasonalNaive7,-,4,12,5.0,5.0,0.083,0.0
Richmond,RandomForest,lag7,4,12,7.245,7.245,0.156,-87.952
Richmond,RandomForest,lag14,4,12,8.395,8.395,0.186,-124.096
Richmond,XGBoost,lag7,4,12,10.866,10.866,0.203,-144.578
Richmond,XGBoost,lag14,4,12,13.446,13.446,0.28,-237.349
Richmond,ETS_HoltWinters,-,4,12,26.12,26.12,0.59,-610.843
Richmond,ARIMA,-,4,12,31.41,31.41,0.669,-706.024
Richmond,SeasonalNaive7,-,5,12,3.5,3.5,0.075,0.0
Richmond,XGBoost,lag7,5,12,5.845,5.845,0.123,-64.0
Richmond,RandomForest,lag7,5,12,6.65,6.65,0.157,-109.333
Richmond,RandomForest,lag14,5,12,9.565,9.565,0.2,-166.667
Richmond,XGBoost,lag14,5,12,9.94,9.94,0.222,-196.0
Richmond,ETS_HoltWinters,-,5,12,23.235,23.235,0.377,-402.667
Richmond,ARIMA,-,5,12,32.287,32.287,0.702,-836.0
Richmond,SeasonalNaive7,-,6,12,3.5,3.5,0.075,0.0
Richmond,RandomForest,lag7,6,12,7.265,7.265,0.131,-74.667
Richmond,RandomForest,lag14,6,12,8.75,8.75,0.192,-156.0
Richmond,ETS_HoltWinters,-,6,12,10.394,10.394,0.216,-188.0
Richmond,XGBoost,lag14,6,12,11.041,11.041,0.224,-198.667
Richmond,XGBoost,lag7,6,12,11.329,11.329,0.226,-201.333
Richmond,ARIMA,-,6,12,32.807,32.807,0.713,-850.667
Richmond,SeasonalNaive7,-,7,12,3.5,3.5,0.068,0.0
Richmond,ETS_HoltWinters,-,7,12,4.847,4.847,0.112,-64.706
Richmond,XGBoost,lag14,7,12,8.803,8.803,0.138,-102.941
Richmond,RandomForest,lag7,7,12,7.555,7.555,0.184,-170.588
Richmond,RandomForest,lag14,7,12,11.065,11.065,0.199,-192.647
Richmond,XGBoost,lag7,7,12,10.492,10.492,0.202,-197.059
Richmond,ARIMA,-,7,12,32.525,32.525,0.693,-919.118
